LifeExpectancy
57.4046
57.781
57.2976
57.7344
58.035
57.915
57.4914
57.4756
57.3564
58.0158
57.5566
57.6738
57.8006
57.817
58.22
57.4494
58.4282
58.5224
58.1848
57.7676
57.8696
58.1554
57.473
57.8868
57.8474
58.1692
57.853
57.6862
58.0586
57.712
58.0404
57.467
57.2938
57.8486
58.174
56.9796
57.693
57.369
57.715
57.5264
57.7356
58.1866
57.7966
57.8178
57.9228
57.5032
57.8744
57.9522
57.6626
58.5372
57.8164
57.56
58.2736
57.9442
57.4424
57.8334
57.4544
57.2844
58.2814
57.4384
57.7316
58.4746
58.058
57.1112
57.9118
58.045
57.4638
58.3708
57.994
58.567
57.8238
57.1612
57.9682
57.8594
57.8368
58.3664
57.9772
58.1646
57.7696
57.7584
57.2196
57.444
57.6138
57.9294
57.9474
58.278
57.6094
57.2414
57.6538
57.6272
57.8476
58.3464
58.0704
58.1892
57.3498
57.6412
57.9624
58.2284
57.9732
57.6
58.1422
58.153
58.4858
58.0036
58.0324
57.8734
57.3536
58.3094
58.4196
57.962
57.8316
58.0496
57.5302
58.0006
57.8528
57.8108
58.1242
57.7364
57.9444
56.795
58.1082
58.011
58.5178
57.8992
58.1398
57.5316
58.175
57.992
57.9254
58.1342
57.2282
57.1986
57.4738
57.5042
58.2674
57.7662
58.2
57.6
57.8634
57.6722
58.0242
58.5146
57.9194
58.9936
58.0126
58.1556
57.6966
58.3842
57.7908
57.899
57.8836
57.6296
58.0066
58.4606
58.022
57.6444
58.0536
57.9868
58.3164
57.399
58.1372
57.383
57.7776
57.9494
58.5474
58.0002
57.8272
57.512
57.8
57.7858
58.11
57.5338
57.6794
58.0188
57.5778
57.6762
57.515
57.8898
57.7738
57.8578
57.8272
57.5242
58.0136
57.7984
57.675
57.4606
57.5158
57.9592
57.7548
58.1032
58.1958
57.9504
57.6566
58.146
57.8742
58.054
57.944
57.9656
57.7064
57.832
57.3236
57.6752
57.963
57.8226
57.4298
58.0386
57.4212
57.733
57.5476
58.1894
57.0416
57.996
57.962
58.3544
57.7804
57.9288
58.1452
57.5096
58.258
58.207
58.2212
57.6838
57.6486
57.2782
57.8732
57.5084
57.9726
57.3352
57.4464
57.547
57.9076
58.5408
58.3852
57.9564
58.3868
57.8752
57.8528
57.9068
57.6024
58.0914
57.6608
57.585
58.2882
57.9224
57.5536
57.8078
58.4686
57.784
58.2928
57.6344
57.6398
57.1382
57.9076
57.8576
57.7098
57.7824
57.7738
57.82
57.864
57.2996
57.813
57.892
57.683
57.9572
57.3392
57.6226
57.9118
57.9428
57.8114
57.7332
57.743
57.6986
57.6318
57.907
57.834
57.1968
58.0648
57.949
57.9076
57.8562
58.0138
57.3796
57.9014
57.9794
57.8512
58.0944
58.2556
58.382
57.447
58.5138
58.2016
58.3946
57.5806
57.954
58.1254
57.3282
57.1494
57.5754
58.0318
58.0016
57.6706
57.9492
58.3376
58.229
57.547
57.6764
57.7834
57.8002
57.9346
57.9224
57.2466
57.8146
58.2326
57.4606
58.0706
57.6272
57.2604
57.9868
58.4948
58.5696
58.127
58.0488
57.906
58.1032
57.5868
57.431
57.5162
57.8922
57.293
57.4944
57.135
57.4288
58.4488
57.7564
57.5858
57.6682
57.7302
58.0986
57.6958
57.7888
57.5344
57.5038
58.0862
58.2882
58.221
58.0088
57.8158
57.5352
57.4554
57.851
58.5318
57.6748
57.862
57.297
58.0202
58.2568
57.7436
58.1786
56.9306
57.896
57.7408
58.638
58.3942
57.844
57.5272
58.015
58.2842
58.3914
57.7406
58.109
57.9318
57.3844
58.251
57.9214
57.4084
57.4462
58.096
57.5262
57.8564
58.4696
58.17
57.667
58.1934
58.0636
58.2454
57.8058
57.8086
57.7546
57.0766
57.7478
58.0334
57.3012
57.9506
57.9006
57.8206
57.8752
57.9424
