Iter,Chain1,Chain2
118,145.66213287849368,145.66380951203993
119,145.88022308664694,145.8818997201932
120,145.02905920101654,145.0307358345628
121,145.57616431254482,145.57784094609107
122,146.02533678401556,146.02701341756182
123,145.65086496740903,145.6525416009553
124,145.29823045011133,145.2999070836576
125,145.29823045011133,145.2999070836576
126,144.87451987876955,144.8761965123158
127,145.09510049578546,145.0967771293317
128,145.50253896208704,145.5042155956333
129,145.50253896208704,145.5042155956333
130,145.2412002397015,145.24287687324775
131,145.05103007000935,145.0527067035556
132,145.05103007000935,145.0527067035556
133,145.1014483911197,145.10312502466596
134,145.99794355516104,145.9996201887073
135,146.01247439441346,146.0141510279597
136,146.01247439441346,146.0141510279597
137,146.01247439441346,146.0141510279597
138,146.0017441491563,146.00342078270256
139,146.0017441491563,146.00342078270256
140,146.135802058148,146.13747869169424
141,145.8090346490934,145.81071128263966
142,145.60607479698044,145.6077514305267
143,145.60607479698044,145.6077514305267
144,145.26756204870222,145.26923868224847
145,145.78901837085093,145.79069500439718
146,145.78901837085093,145.79069500439718
147,145.4937609975856,145.49543763113186
148,145.1794863832508,145.18116301679706
149,145.1794863832508,145.18116301679706
150,145.4655816485518,145.46725828209804
151,145.76535454838134,145.7670311819276
152,145.62222262318994,145.6238992567362
153,145.3978105257971,145.39948715934335
154,145.23314973759787,145.23482637114412
155,145.36708708327365,145.3687637168199
156,145.36708708327365,145.3687637168199
157,144.98805448622886,144.98973111977512
158,145.01537740290175,145.017054036448
159,145.43253249553862,145.43420912908488
160,145.43253249553862,145.43420912908488
161,145.43253249553862,145.43420912908488
162,145.65288211795408,145.65455875150033
163,145.34943822689564,145.3511148604419
164,145.56834021411456,145.5700168476608
165,144.8315033625127,144.83317999605896
166,145.64612470620898,145.64780133975523
167,145.8817488159785,145.88342544952476
168,145.49599903894347,145.49767567248972
169,145.49599903894347,145.49767567248972
170,145.6058729526402,145.60754958618645
171,146.24917629254676,146.25085292609302
172,146.16055071424452,146.16222734779078
173,146.05690278632642,146.05857941987267
174,145.9820868903758,145.98376352392205
175,145.99043559401326,145.99211222755952
176,145.69592879900773,145.69760543255398
177,145.61112088132415,145.6127975148704
178,145.61112088132415,145.6127975148704
179,145.5926489110538,145.59432554460005
180,145.23690217513402,145.23857880868027
181,144.7421831504453,144.74385978399155
182,144.81064121158758,144.81231784513383
183,144.76939446695297,144.77107110049923
184,144.68975614682304,144.6914327803693
185,145.16572023553692,145.16739686908318
186,145.3402947636811,145.34197139722735
187,144.91146285162557,144.91313948517183
188,144.91146285162557,144.91313948517183
189,144.9160263964672,144.91770303001346
190,144.70318636531587,144.70486299886213
191,144.70318636531587,144.70486299886213
192,144.70318636531587,144.70486299886213
193,144.70318636531587,144.70486299886213
194,144.70318636531587,144.70486299886213
195,144.84293622794553,144.84461286149178
196,144.84293622794553,144.84461286149178
197,145.0791018409073,145.08077847445355
198,145.20808106977816,145.2097577033244
199,145.69396094177216,145.69563757531841
200,145.17156416026268,145.17324079380893
201,145.17156416026268,145.17324079380893
202,144.9828012278307,144.98447786137694
203,144.97242272784848,144.97409936139474
204,145.91970580578808,145.92138243933434
205,145.91970580578808,145.92138243933434
206,145.90779634508468,145.90947297863093
207,145.81020472620594,145.8118813597522
208,145.88126810703832,145.88294474058458
209,145.88126810703832,145.88294474058458
210,145.80537042856972,145.80704706211597
211,145.78813698313755,145.7898136166838
212,145.78813698313755,145.7898136166838
213,145.44892007126424,145.4505967048105
214,146.01542187699306,146.0170985105393
215,146.01542187699306,146.0170985105393
216,146.01542187699306,146.0170985105393
217,144.99030167684634,144.9919783103926
218,144.99030167684634,144.9919783103926
219,144.99030167684634,144.9919783103926
220,145.91371690255767,145.91539353610392
221,145.86158428183336,145.8632609153796
222,146.02675418942667,146.02843082297292
223,145.83340609828892,145.83508273183517
224,145.83340609828892,145.83508273183517
225,145.84084348943307,145.84252012297932
226,145.51373097474695,145.5154076082932
227,145.48217357578585,145.4838502093321
228,145.76719932011096,145.76887595365721
229,145.07333308023507,145.07500971378133
230,145.07333308023507,145.07500971378133
231,145.3998618160842,145.40153844963046
232,145.1503431504467,145.15201978399296
233,145.1503431504467,145.15201978399296
234,145.7570996933989,145.75877632694517
235,145.24729689997284,145.2489735335191
236,145.46575444432958,145.46743107787583
237,145.98942421044734,145.9911008439936
238,145.98942421044734,145.9911008439936
239,145.98942421044734,145.9911008439936
240,145.65205796109512,145.65373459464138
241,145.65205796109512,145.65373459464138
242,145.21073210467375,145.21240873822
243,144.6835653143994,144.68524194794566
244,144.6835653143994,144.68524194794566
245,144.34438215690218,144.34605879044844
246,144.94956813570815,144.9512447692544
247,145.44902179679616,145.4506984303424
248,144.60436102137444,144.6060376549207
249,144.60436102137444,144.6060376549207
250,144.60436102137444,144.6060376549207
251,144.78192657106874,144.783603204615
252,144.78192657106874,144.783603204615
253,145.2275678025233,145.22924443606956
254,145.2275678025233,145.22924443606956
255,145.1570162178864,145.15869285143265
256,145.16464034328328,145.16631697682953
257,145.16464034328328,145.16631697682953
258,146.2481086670766,146.24978530062285
259,146.21250976756755,146.2141864011138
260,146.21250976756755,146.2141864011138
261,146.40321931038062,146.40489594392687
262,146.40321931038062,146.40489594392687
263,145.39131995515172,145.39299658869797
264,145.01016934836235,145.0118459819086
265,145.01016934836235,145.0118459819086
266,145.08633058947757,145.08800722302382
267,145.35484586398533,145.35652249753159
268,145.80471517170685,145.8063918052531
269,145.81042737383106,145.81210400737731
270,145.03723023952423,145.0389068730705
271,144.74879234410727,144.75046897765353
272,144.74879234410727,144.75046897765353
273,144.74879234410727,144.75046897765353
274,144.87547812200032,144.87715475554657
275,144.87547812200032,144.87715475554657
276,144.70482546908744,144.7065021026337
277,144.4270847307067,144.42876136425295
278,144.60743233716477,144.60910897071102
279,144.60743233716477,144.60910897071102
280,145.12422179351313,145.12589842705938
281,144.84016602915045,144.8418426626967
282,145.4498408892089,145.45151752275515
283,144.90514187927016,144.90681851281641
284,145.20821844941614,145.2098950829624
285,144.29252461214838,144.29420124569464
286,144.30488029908412,144.30655693263037
287,145.17966351041494,145.1813401439612
288,145.6730863213471,145.67476295489337
289,145.15797731459682,145.15965394814307
290,144.5545529298241,144.55622956337035
291,144.819844754877,144.82152138842326
292,145.40510632756,145.40678296110625
293,145.63911719133637,145.64079382488262
294,144.94815606099164,144.9498326945379
295,145.0596933352811,145.06136996882736
296,145.52110691651316,145.52278355005942
297,145.52110691651316,145.52278355005942
298,145.50271016530272,145.50438679884897
299,145.74351849399937,145.74519512754563
300,145.3370868889979,145.33876352254416
301,145.0984795849132,145.10015621845946
302,145.05101094362635,145.0526875771726
303,145.05101094362635,145.0526875771726
304,144.70608409519505,144.7077607287413
305,144.70608409519505,144.7077607287413
306,144.21973862893572,144.22141526248197
307,144.21973862893572,144.22141526248197
308,143.88133441817482,143.88301105172107
309,143.8059375483887,143.80761418193495
310,143.8854778155734,143.88715444911966
311,143.90649056016147,143.90816719370773
312,143.98396779740406,143.98564443095032
313,144.6728889679201,144.67456560146636
314,144.40699670787606,144.40867334142231
315,144.42405672796454,144.4257333615108
316,145.33669249058025,145.3383691241265
317,145.76054335011432,145.76221998366057
318,145.70072832195322,145.70240495549947
319,145.7617702639017,145.76344689744795
320,145.48065104114144,145.4823276746877
321,146.13470135418788,146.13637798773414
322,146.13470135418788,146.13637798773414
323,146.33659574163914,146.3382723751854
324,146.7458797437139,146.74755637726017
325,146.6275758994642,146.62925253301046
326,146.6275758994642,146.62925253301046
327,146.13821535629717,146.13989198984342
328,145.85682020796384,145.8584968415101
329,145.57550566689952,145.57718230044577
330,145.33028516729976,145.33196180084602
331,145.48825378244027,145.48993041598652
332,145.76190453472717,145.76358116827342
333,145.48481395243604,145.4864905859823
334,145.0717391149216,145.07341574846785
335,144.94093702276314,144.9426136563094
336,144.8416612416324,144.84333787517866
337,145.54102003416665,145.5426966677129
338,145.84687065428557,145.84854728783182
339,145.84687065428557,145.84854728783182
340,145.84687065428557,145.84854728783182
341,145.9065759657433,145.90825259928954
342,146.4633316652745,146.46500829882075
343,146.4633316652745,146.46500829882075
344,146.3205602213993,146.32223685494554
345,145.95702805922454,145.9587046927708
346,145.95702805922454,145.9587046927708
347,145.95702805922454,145.9587046927708
348,145.85156518489833,145.8532418184446
349,145.94237062124336,145.9440472547896
350,145.6999143047616,145.70159093830785
351,145.4559902152,145.45766684874624
352,145.4559902152,145.45766684874624
353,145.4559902152,145.45766684874624
354,145.00632264922666,145.00799928277291
355,145.00632264922666,145.00799928277291
356,145.89777785469826,145.89945448824452
357,145.73648224187647,145.73815887542273
358,145.73648224187647,145.73815887542273
359,145.73129763521592,145.73297426876218
360,145.73129763521592,145.73297426876218
361,145.64283916712435,145.6445158006706
362,145.64283916712435,145.6445158006706
363,145.50940152315943,145.51107815670568
364,145.50940152315943,145.51107815670568
365,144.82482534441544,144.8265019779617
366,144.82482534441544,144.8265019779617
367,144.82482534441544,144.8265019779617
368,145.0673706640792,145.06904729762545
369,145.0673706640792,145.06904729762545
370,145.08880529851436,145.0904819320606
371,145.08880529851436,145.0904819320606
372,145.14967882615883,145.1513554597051
373,145.3304765829476,145.33215321649385
374,145.44882846213895,145.4505050956852
375,144.9523513462536,144.95402797979986
376,145.54386842484095,145.5455450583872
377,145.47097463055505,145.4726512641013
378,145.47097463055505,145.4726512641013
379,145.9238987250828,145.92557535862906
380,145.28406239916296,145.28573903270922
381,145.67134611447082,145.67302274801708
382,145.59832519796043,145.6000018315067
383,145.91646726003464,145.9181438935809
384,145.91646726003464,145.9181438935809
385,145.4529030300726,145.45457966361886
386,145.53250032049525,145.5341769540415
387,145.62105824671082,145.62273488025707
388,145.92138476726961,145.92306140081587
389,145.04411048818227,145.04578712172852
390,145.04411048818227,145.04578712172852
391,144.95188510844346,144.95356174198972
392,144.92304536724646,144.9247220007927
393,144.92304536724646,144.9247220007927
394,144.7441067698897,144.74578340343595
395,144.7441067698897,144.74578340343595
396,145.2879271081015,145.28960374164777
397,145.29097747376935,145.2926541073156
398,144.87509057131774,144.876767204864
399,144.44889465294017,144.45057128648642
400,144.77428646992436,144.77596310347062
401,145.06330462042249,145.06498125396874
402,145.19444061358945,145.1961172471357
403,145.16497005273231,145.16664668627857
404,144.97366163786302,144.97533827140927
405,145.0807337720109,145.08241040555714
406,145.22176844575694,145.2234450793032
407,145.22176844575694,145.2234450793032
408,145.68906690418214,145.6907435377284
409,145.68906690418214,145.6907435377284
410,145.5954148293247,145.59709146287096
411,145.75199989054443,145.75367652409068
412,145.75199989054443,145.75367652409068
413,146.05295045844656,146.0546270919928
414,146.05295045844656,146.0546270919928
415,145.8881038715682,145.88978050511446
416,145.8881038715682,145.88978050511446
417,145.59624575283857,145.59792238638482
418,145.90167673107018,145.90335336461644
419,145.6507916069479,145.65246824049416
420,145.67829368811243,145.6799703216587
421,145.07926142364434,145.0809380571906
422,145.07355285229198,145.07522948583824
423,145.81153674588955,145.8132133794358
424,145.99019946902473,145.99187610257098
425,145.68741963233026,145.68909626587651
426,145.68741963233026,145.68909626587651
427,145.54256499427234,145.5442416278186
428,145.54256499427234,145.5442416278186
429,145.89515720657727,145.89683384012352
430,145.89515720657727,145.89683384012352
431,145.86245234160216,145.86412897514842
432,146.14725988063714,146.1489365141834
433,145.99732254421968,145.99899917776594
434,145.99732254421968,145.99899917776594
435,146.2448858330781,146.24656246662434
436,146.2448858330781,146.24656246662434
437,146.2448858330781,146.24656246662434
438,146.1591192703843,146.16079590393056
439,145.54465222201955,145.5463288555658
440,145.54465222201955,145.5463288555658
441,144.925787849341,144.92746448288725
442,145.06244606982554,145.0641227033718
443,145.72157948471693,145.72325611826318
444,144.9977342171363,144.99941085068255
445,144.71757495934907,144.71925159289532
446,144.77626219798682,144.77793883153308
447,144.77626219798682,144.77793883153308
448,144.77626219798682,144.77793883153308
449,144.77626219798682,144.77793883153308
450,144.90487002919875,144.906546662745
451,145.19644567171937,145.19812230526563
452,145.05380076560044,145.0554773991467
453,145.40680104177562,145.40847767532188
454,145.40680104177562,145.40847767532188
455,145.01410652425685,145.0157831578031
456,145.01410652425685,145.0157831578031
457,144.89100535112976,144.89268198467602
458,144.89100535112976,144.89268198467602
459,144.89100535112976,144.89268198467602
460,144.89100535112976,144.89268198467602
461,145.29240846866742,145.29408510221367
462,145.46557293627393,145.46724956982018
463,145.26565432494746,145.26733095849372
464,145.1957106597119,145.19738729325815
465,144.86865067493568,144.87032730848193
466,144.86865067493568,144.87032730848193
467,144.7145525344529,144.71622916799916
468,144.8663425491219,144.86801918266815
469,145.10663438981726,145.1083110233635
470,145.0690879286811,145.07076456222737
471,145.5062708618544,145.50794749540066
472,145.67706239476806,145.6787390283143
473,145.5424439527706,145.54412058631686
474,144.8789422885316,144.88061892207784
475,144.68153836511317,144.68321499865942
476,144.68153836511317,144.68321499865942
477,144.68153836511317,144.68321499865942
478,144.5125822970087,144.51425893055494
479,144.32599721743156,144.32767385097782
480,145.0690283898729,145.07070502341915
481,145.2301572200416,145.23183385358786
482,145.2301572200416,145.23183385358786
483,145.2301572200416,145.23183385358786
484,145.27295525464748,145.27463188819374
485,145.27295525464748,145.27463188819374
486,145.48873519098163,145.49041182452788
487,145.48873519098163,145.49041182452788
488,145.39370115804866,145.3953777915949
489,145.67705730194868,145.67873393549493
490,145.34927363811994,145.3509502716662
491,145.3939111861483,145.39558781969455
492,145.3939111861483,145.39558781969455
493,145.35871175050886,145.3603883840551
494,145.92670981069037,145.92838644423662
495,145.63590291549193,145.63757954903818
496,145.65456691843656,145.6562435519828
497,145.91179912842196,145.91347576196821
498,145.7127371998943,145.71441383344055
499,146.27093027880147,146.27260691234773
500,145.71537051525476,145.71704714880102
501,145.40441371055562,145.40609034410187
502,145.60333679906907,145.60501343261532
503,145.60333679906907,145.60501343261532
504,145.08303886087612,145.08471549442237
505,145.08303886087612,145.08471549442237
506,145.08303886087612,145.08471549442237
507,145.08303886087612,145.08471549442237
508,144.95774609769134,144.9594227312376
509,144.95774609769134,144.9594227312376
510,145.09695699545344,145.0986336289997
511,145.41650895405277,145.41818558759903
512,145.68907316465476,145.690749798201
513,145.34442870072687,145.34610533427312
514,145.45753892954497,145.45921556309122
515,145.45753892954497,145.45921556309122
516,145.68243940378218,145.68411603732844
517,145.49986235114997,145.50153898469623
518,145.4960737078813,145.49775034142755
519,145.29519216000014,145.2968687935464
520,144.81273967473788,144.81441630828414
521,144.81273967473788,144.81441630828414
522,145.01137915510867,145.01305578865492
523,145.32218460906577,145.32386124261203
524,144.94325526134404,144.9449318948903
525,144.80567824600135,144.8073548795476
526,145.09786806987998,145.09954470342623
527,145.07353117209772,145.07520780564397
528,145.089671535442,145.09134816898825
529,145.58633144817315,145.5880080817194
530,145.58633144817315,145.5880080817194
531,145.568992459304,145.57066909285027
532,145.67106716509022,145.67274379863647
533,145.29229074383122,145.29396737737747
534,145.30130413096649,145.30298076451274
535,145.74159411608278,145.74327074962903
536,146.09503722795088,145.74327074962903
537,146.09503722795088,145.74327074962903
538,146.2292957666857,145.87752928836386
539,146.22820855866914,145.8764420803473
540,146.59868544387615,146.2469189655543
541,146.2160101423027,145.86424366398086
542,145.9854799799378,145.63371350161594
543,145.88294183445566,145.53117535613382
544,145.5695982812757,145.21783180295384
545,146.16290745381153,145.81114097548968
546,145.58408043474654,145.2323139564247
547,145.74878049634754,145.3970140180257
548,145.74878049634754,145.3970140180257
549,145.41579677679417,145.3970140180257
550,145.515039354677,145.4962565959085
551,145.58994691762544,145.57116415885696
552,145.03285331735373,145.01407055858525
553,145.56956875764072,145.55078599887224
554,145.56956875764072,145.63306639502298
555,145.56956875764072,145.63306639502298
556,145.56956875764072,145.63306639502298
557,145.45349438516624,145.5169920225485
558,145.45349438516624,145.5169920225485
559,145.65032637330387,145.71382401068612
560,145.14046753394956,145.20396517133182
561,145.14046753394956,145.20396517133182
562,145.8657257354009,145.92922337278316
563,145.85025220964104,145.9137498470233
564,145.33989788385801,145.40339552124027
565,145.6145382323007,145.67803586968296
566,145.57564982415695,145.6391474615392
567,145.90798348924335,145.9714811266256
568,145.90798348924335,145.9714811266256
569,145.76570957625017,145.82920721363243
570,145.76570957625017,145.01496127055276
571,145.30043496649697,144.54968666079955
572,145.63756083753205,144.88681253183464
573,145.87902759237014,145.12827928667272
574,145.87902759237014,145.77722374826212
575,145.1411151273472,145.0393112832392
576,145.57428889802398,145.47248505391596
577,145.54104881725206,145.43924497314404
578,145.42507072839226,145.32326688428424
579,145.42507072839226,145.32326688428424
580,145.98834826052482,145.8865444164168
581,145.98834826052482,145.8865444164168
582,145.83054372359805,145.72873987949004
583,145.79770349222645,145.69589964811843
584,145.42496124809858,145.32315740399056
585,145.7792602014397,145.6774563573317
586,145.68320103851352,145.5813971944055
587,145.68320103851352,145.5813971944055
588,145.84590766068996,145.74410381658194
589,145.23705166224835,145.13524781814033
590,145.49432890975862,145.3925250656506
591,144.8281351969113,144.72633135280327
592,145.33469740089288,145.23289355678486
593,145.33469740089288,145.23289355678486
594,145.4027990679423,145.3009952238343
595,145.34134950730322,145.3009952238343
596,144.90337300448138,144.86301872101245
597,145.08644482738805,145.04609054391912
598,144.81093436903495,144.77058008556602
599,144.99090102319428,144.95054673972535
600,146.11499329245132,146.0746390089824
601,145.58152287457605,145.54116859110712
602,145.88211763796122,145.8417633544923
603,146.1636101011206,146.12325581765168
604,145.70510669407403,145.6647524106051
605,145.5031702584345,145.46281597496557
606,145.96595089795287,145.92559661448394
607,146.12912765677135,146.08877337330242
608,146.12912765677135,146.08877337330242
609,145.9462595674379,145.90590528396896
610,145.9462595674379,145.90590528396896
611,145.5983470423415,145.55799275887256
612,145.6950733659351,145.65471908246616
613,145.9325707733396,145.89221648987066
614,145.9325707733396,145.89221648987066
615,145.85175334385417,145.81139906038524
616,145.7508279904771,145.71047370700816
617,145.34371242075446,145.30335813728553
618,145.12250726419137,145.08215298072244
619,145.73823987917453,145.6978855957056
620,145.73823987917453,145.6978855957056
621,145.12215854871732,145.0818042652484
622,145.17808854718916,145.13773426372023
623,145.17808854718916,145.13773426372023
624,145.51488577136973,145.4745314879008
625,145.7744073132702,145.73405302980126
626,145.7744073132702,145.73405302980126
627,145.78608423092342,145.7457299474545
628,145.78608423092342,145.7457299474545
629,145.18942659504577,145.14907231157684
630,145.18942659504577,145.14907231157684
631,144.95050869196265,144.91015440849372
632,144.99927511526786,144.95892083179893
633,144.99927511526786,144.95892083179893
634,145.19230439296177,145.15195010949284
635,144.9797194890139,144.93936520554496
636,144.9797194890139,144.93936520554496
637,144.9797194890139,144.93936520554496
638,145.43568835114317,145.39533406767424
639,145.80987124469124,145.7695169612223
640,145.940143001416,145.89978871794708
641,145.43101005330357,145.39065576983464
642,145.5665662271051,145.52621194363618
643,145.45364536850673,145.4132910850378
644,145.45364536850673,145.4132910850378
645,145.62160170603178,145.58124742256285
646,145.62160170603178,145.58124742256285
647,145.47536255371776,145.43500827024883
648,145.48635168688205,145.44599740341312
649,145.62123580259706,145.58088151912813
650,144.97838736387513,144.9380330804062
651,145.98227231812106,145.94191803465213
652,145.98227231812106,145.94191803465213
653,145.48562324102298,145.44526895755405
654,145.88725094660896,145.84689666314003
655,145.88725094660896,145.84689666314003
656,145.99157467722586,145.95122039375693
657,146.2026483013671,146.16229401789818
658,146.16844908785717,146.12809480438824
659,145.3380142775503,145.29765999408136
660,144.94853527941464,144.9081809959457
661,145.04081048588725,145.00045620241832
662,144.8854553360621,144.84510105259318
663,144.8066310131949,144.76627672972597
664,144.94256497942118,144.90221069595225
665,145.08965563232817,145.04930134885925
666,145.40774411177716,145.36738982830823
667,145.27235764369937,145.23200336023044
668,145.27235764369937,145.23200336023044
669,145.6512569869552,145.61090270348626
670,145.6381696771161,145.59781539364718
671,145.30539251240552,145.2650382289366
672,145.5388071158039,145.49845283233498
673,145.5388071158039,145.49845283233498
674,145.55092843717622,145.5105741537073
675,145.40169020676638,145.36133592329745
676,145.38501020366618,145.34465592019725
677,145.38501020366618,145.34465592019725
678,145.38501020366618,145.34465592019725
679,145.38501020366618,145.34465592019725
680,145.18642219451365,145.14606791104472
681,144.65125853964636,144.61090425617743
682,144.04459215399925,144.00423787053032
683,144.11556863620717,144.07521435273824
684,144.28522036221423,144.2448660787453
685,144.65051096422047,144.61015668075154
686,145.08035030066955,145.03999601720062
687,144.99738881868785,144.95703453521892
688,144.34103789654475,144.30068361307582
689,144.34103789654475,144.30068361307582
690,144.34103789654475,144.30068361307582
691,144.34103789654475,144.30068361307582
692,144.98657824330763,144.9462239598387
693,145.60838898377045,145.56803470030152
694,145.4621595855572,145.42180530208827
695,145.32743514641757,145.28708086294864
696,144.81677526486988,144.77642098140095
697,144.48221446118168,144.44186017771275
698,144.71057031911366,144.67021603564473
699,145.52310805013758,145.48275376666865
700,145.22290414150723,145.1825498580383
701,145.48362879316645,145.44327450969752
702,146.01842955963366,145.97807527616473
703,145.97350017011044,145.9331458866415
704,145.97350017011044,145.9331458866415
705,145.53989847324152,145.4995441897726
706,145.09549219547583,145.0551379120069
707,145.09549219547583,145.0551379120069
708,145.49694371889564,145.4565894354267
709,145.52473288494906,145.48437860148013
710,145.83713486622614,145.7967805827572
711,145.83713486622614,145.7967805827572
712,145.85697401213955,145.81661972867062
713,145.48428542317848,145.44393113970955
714,145.10320897053577,145.06285468706685
715,144.9457272634826,144.90537298001368
716,144.9457272634826,144.90537298001368
717,145.4481729363264,145.40781865285746
718,145.5730541079929,145.53269982452397
719,145.54564808286753,145.5052937993986
720,145.39969909091076,145.35934480744183
721,145.39969909091076,145.35934480744183
722,145.14230769383568,145.10195341036675
723,145.14230769383568,145.10195341036675
724,145.14230769383568,145.10195341036675
725,145.33013421779648,145.28977993432756
726,144.9490689879651,144.90871470449616
727,144.87635567504762,144.8360013915787
728,144.7148520838388,144.67449780036986
729,145.52343681630202,145.4830825328331
730,146.15451582117362,146.1141615377047
731,146.15451582117362,146.1141615377047
732,146.1644749686482,146.12412068517926
733,146.06450159361512,146.0241473101462
734,145.72472046549177,145.68436618202284
735,145.40188201421378,145.36152773074485
736,145.64542764091274,145.6050733574438
737,145.64542764091274,145.6050733574438
738,146.04674857864632,146.00639429517742
739,145.49809375061002,145.45773946714112
740,145.7052445141813,145.6648902307124
741,146.0007744614004,145.9604201779315
742,146.0007744614004,145.9604201779315
743,145.7836774629625,145.7433231794936
744,145.3062402260146,145.2658859425457
745,145.56127892783053,145.52092464436163
746,145.56127892783053,145.52092464436163
747,145.34292928360492,145.30257500013602
748,145.81675774436928,145.77640346090038
749,145.5431989129055,145.5028446294366
750,145.55354041914728,145.51318613567838
751,145.88734522769101,145.8469909442221
752,145.88734522769101,145.8469909442221
753,145.89461555386532,145.85426127039642
754,145.71870853072562,145.67835424725672
755,145.71870853072562,145.67835424725672
756,145.4409691508372,145.4006148673683
757,145.0473156506683,145.0069613671994
758,145.14366570830427,145.10331142483537
759,144.75573690331342,144.71538261984452
760,144.75573690331342,144.71538261984452
761,144.95607581103923,144.91572152757033
762,145.34478512918733,145.30443084571843
763,145.44858360487828,145.40822932140938
764,145.52452551412043,145.48417123065153
765,145.52452551412043,145.48417123065153
766,145.52452551412043,145.48417123065153
767,145.46487941060187,145.42452512713297
768,144.80777104823687,144.76741676476797
769,145.0289103718703,144.9885560884014
770,145.17766150328995,145.13730721982105
771,145.13929805209062,145.09894376862172
772,145.7104063812518,145.6700520977829
773,145.11871461885107,145.07836033538217
774,145.14573276471373,145.10537848124483
775,145.14573276471373,145.10537848124483
776,145.1746054473532,145.1342511638843
