beta0,beta1,recovery,mortDx,prev_0,prev_1,prev_2,prev_3,prev_4,prev_5,mort_0,mort_1,mort_2,mort_3,mort_4,mort_5
0.012101112095563525,8.811534987048965E-4,0.3573951844687196,0.1462545654995718,5.395328435135432,7.813280079880179,9.568771138669673,12.389857939219565,13.370230119429072,15.922107674684993,10.772357723577237,11.022364217252397,12.51840942562592,9.288824383164005,16.55773420479303,26.618705035971225
